item,mean_strength,rank,table,analysis,max_r_hat,min_ess_bulk
s_cc_3_2021,-3.175766882063665,25.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_4_2021,1.502796580270071,8.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_5_2021,-0.42823062603108264,18.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_6_2021,3.400623120783504,2.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_7_2021,-3.7430672093093618,29.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_8_2021,3.13039616391799,3.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_9_2021,-0.7665780499926269,20.0,gilbert_meta_8,without_gemini-3.1-pro-preview,1.0,4614.0
s_cc_10_2021,0.5537167596097547,12.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_11_2021,3.0334244747435863,3.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_14_2021,0.15852226967119118,14.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_15_2021,1.3763928362309679,9.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_16_2021,-0.27355802208124713,18.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_17_2021,1.149226827527685,10.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_18_2021,2.077736853501502,6.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_19_2021,0.0705552935269186,15.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_20_2021,3.643741902889135,2.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_21_2021,-0.02045132092037744,16.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_22_2021,2.9766768701183213,4.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_23_2021,-2.289935322623586,24.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_26_2021,-3.6229079312939048,26.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_27_2021,0.45957874654231823,13.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_28_2021,-3.7237456795591197,27.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_29_2021,-0.22273563030100174,17.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_2_2021,-1.1668962368181457,21.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_30_2021,0.7027154999198815,11.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_31_2021,-1.525796329493139,23.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_32_2021,-1.5229152625861977,22.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_33_2021,-3.789802896217179,28.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_34_2021,1.4922600302782654,8.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_3_2021,-3.064198738372421,25.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_4_2021,1.8459225011445053,7.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_5_2021,-0.4023492795025275,19.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_6_2021,3.7192848019803573,1.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_7_2021,-3.873559933551478,29.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_8_2021,2.9025653286404345,5.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_9_2021,-0.6634684130044994,20.0,gilbert_meta_8,without_gemini-3.7-flash,1.0,4725.0
s_cc_10_2021,0.5683808644287691,14.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_11_2021,2.618216665994281,4.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_14_2021,-0.3035742091893684,17.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_15_2021,1.6565519381751401,9.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_16_2021,-0.6001609728895607,18.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_17_2021,0.8589060493873585,11.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_18_2021,1.6227682673062283,10.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_19_2021,0.6562397783762833,13.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_20_2021,4.58611915954005,1.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_21_2021,0.21427739884104913,16.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_22_2021,2.930563636012671,3.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_23_2021,-2.9476557576588487,24.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_26_2021,-4.208962762613446,29.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_27_2021,0.7370907296918265,12.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_28_2021,-3.2646829963644564,26.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_29_2021,0.21590773696910706,15.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_2_2021,-1.428732626117144,22.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_30_2021,1.859762506270033,8.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_31_2021,-1.470394152361486,23.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_32_2021,-1.390310744344353,21.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_33_2021,-3.2129242586203954,25.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_34_2021,1.8999813629023736,6.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_3_2021,-3.359078497114531,27.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_4_2021,1.8983179941164585,7.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_5_2021,-0.984190245199399,19.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_6_2021,3.621989951790812,2.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_7_2021,-4.070873787150171,28.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_8_2021,2.5458388526898674,5.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_9_2021,-1.249371882869127,20.0,gilbert_meta_8,without_gpt-5.4,1.0,4689.0
s_cc_10_2021,0.8980177801189695,12.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_11_2021,2.758638413628517,5.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_14_2021,-0.30887084326695746,17.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_15_2021,1.8474818745297885,10.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_16_2021,-0.38382135784216553,18.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_17_2021,0.9151013085952431,11.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_18_2021,2.0505755685096827,6.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_19_2021,0.8139704477374886,13.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_20_2021,4.499774526438413,1.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_21_2021,0.32801342282367935,15.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_22_2021,3.151800626061995,3.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_23_2021,-3.2668513259962966,24.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_26_2021,-4.6736169532089304,29.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_27_2021,0.7204844976690945,14.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_28_2021,-3.739149260818706,26.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_29_2021,0.002644378676447988,16.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_2_2021,-1.4786494194717814,22.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_30_2021,1.851107692282814,9.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_31_2021,-1.4409354545176074,21.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_32_2021,-1.5202122246729424,23.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_33_2021,-3.6605168010684994,25.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_34_2021,1.9182729498820954,8.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_3_2021,-3.9431728392936067,27.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_4_2021,1.9365179316103849,7.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_5_2021,-0.7272806369178808,19.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_6_2021,4.065420885975946,2.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_7_2021,-4.387809752560125,28.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_8_2021,2.877129142821027,4.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_9_2021,-1.104064577726129,20.0,gilbert_meta_8,without_gpt-5.4-mini,1.0,4216.0
s_cc_10_2021,0.3927277064175807,14.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_11_2021,2.5058054586607104,5.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_14_2021,-0.24567852263824602,17.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_15_2021,1.7204742935537733,10.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_16_2021,-0.5571778996177701,18.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_17_2021,1.0490564208128175,11.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_18_2021,1.763585617364832,8.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_19_2021,1.019717375475253,12.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_20_2021,3.8242465157654832,1.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_21_2021,0.21034653941733633,15.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_22_2021,2.9894065966978114,3.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_23_2021,-2.9484107084671565,24.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_26_2021,-4.194977131602865,29.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_27_2021,0.5921722812446288,13.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_28_2021,-3.342325222394845,26.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_29_2021,0.12004097917201434,16.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_2_2021,-1.1057057649857578,20.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_30_2021,2.0185072709290046,7.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_31_2021,-1.5617791525072677,22.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_32_2021,-1.5843134164669828,23.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_33_2021,-3.5294800144765395,27.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_34_2021,1.7591916891172907,9.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_3_2021,-3.1608590862494075,25.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_4_2021,2.0321310951024985,6.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_5_2021,-0.577929313869353,19.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_6_2021,3.623523347767306,2.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_7_2021,-4.179471758634794,28.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_8_2021,2.6007745413935273,4.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_9_2021,-1.2335997369808747,21.0,gilbert_meta_8,without_gpt-5.6-luna,1.0,4790.0
s_cc_10_2021,0.5826935852985228,13.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_11_2021,2.1861760244911594,5.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_14_2021,0.09519064155115785,16.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_15_2021,1.3477659438630334,8.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_16_2021,-0.07985570806903332,17.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_17_2021,1.1184504955232328,11.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_18_2021,1.7638394400860586,6.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_19_2021,0.8102077463677538,12.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_20_2021,3.7240990297076753,1.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_21_2021,0.3863758224549186,14.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_22_2021,3.0299127949658717,3.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_23_2021,-2.4850089079304167,24.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_26_2021,-4.164106508252519,29.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_27_2021,0.34703365485154963,15.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_28_2021,-3.060292121959086,26.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_29_2021,-0.33200409506670486,18.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_2_2021,-1.2132952671552872,20.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_30_2021,1.2452708813914823,10.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_31_2021,-1.4305343289936534,23.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_32_2021,-1.27976380144986,22.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_33_2021,-2.944187290824448,25.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_34_2021,1.2581647944987544,9.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_3_2021,-3.1015623660957305,27.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_4_2021,1.6174452596248625,7.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_5_2021,-0.6007458269941763,19.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_6_2021,3.3232289880633616,2.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_7_2021,-3.4386737585069014,28.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_8_2021,2.520222931826528,4.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
s_cc_9_2021,-1.2260480532681113,21.0,gilbert_meta_8,without_gpt-5.6-sol,1.0,4338.0
vocab_q0,0.9161966996145184,8.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q1,0.15672843854397236,19.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q10,1.256823699517199,7.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q11,-1.0829667424256835,27.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q12,-1.3391402648759585,30.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q13,-0.8302201073885589,25.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q14,-0.9357961979896464,26.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q15,0.6774767784212601,15.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q16,-1.3183373920142698,29.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q17,0.05647541787735757,20.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q18,1.8490192163596617,3.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q19,-0.24916430569516645,22.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q2,0.3418992713955927,18.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q20,-1.2629763182078797,28.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q21,0.4012058621668352,17.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q22,0.9028549528200147,9.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q23,-2.112620425360489,34.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q24,0.49455202291875205,16.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q25,1.3168911243329458,5.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q26,-2.053467978783055,33.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q27,0.8727275785081483,10.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q28,-2.4949015051351244,36.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q29,0.681429302950936,14.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q3,-2.4712872596683932,35.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q30,0.8321107626312177,13.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q31,-1.3480024016671555,31.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q32,2.450952809129561,1.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q33,-0.31603143770130115,23.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q34,0.035243010849694084,21.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q35,0.8606155298789965,11.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q4,1.5243038435302354,4.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q5,0.8464718420753198,12.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q6,-1.3839206688354937,32.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q7,-0.6262770288854522,24.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q8,2.045668898579661,2.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q9,1.305462972531764,6.0,gilbert_meta_102,provider_balanced,1.0,4875.0
vocab_q0,0.8541452744265826,11.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q1,0.2624463992282638,20.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q10,0.9888997327721329,7.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q11,-0.7684554105239222,26.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q12,-1.3146228292365754,29.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q13,-1.0189817162055603,27.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q14,-0.6668792440289273,25.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q15,0.6421499503908701,13.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q16,-1.5992532669572241,32.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q17,-0.1545834525536258,21.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q18,1.8455265419181581,3.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q19,0.3866136806523797,18.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q2,0.5080681157439207,16.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q20,-1.2927951085365206,28.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q21,0.38941227420544744,17.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q22,0.9396184602002885,8.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q23,-2.088962026947873,33.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q24,0.3428439967354012,19.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q25,1.5787160709922112,4.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q26,-2.1225760612940787,34.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q27,0.6812859596147327,12.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q28,-2.3833275524426116,36.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q29,0.5568865918664231,14.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q3,-2.201745943177217,35.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q30,0.5557048261703956,15.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q31,-1.410427053420563,30.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q32,2.3151034216037076,1.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q33,-0.20780079486756614,22.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q34,-0.3628071010717596,24.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q35,0.8719469286291044,10.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q4,1.3065143449027414,5.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q5,0.9334085464531404,9.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q6,-1.507038521117008,31.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q7,-0.2597078514109543,23.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q8,2.202659929394236,2.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q9,1.1980128878918583,6.0,gilbert_meta_102,without_gemini-3-flash-preview,1.0,4966.0
vocab_q0,0.9846378143713583,7.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q1,-0.20114975139625602,21.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q10,0.8506035286636626,10.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q11,-0.916674650049366,27.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q12,-1.574630406725906,32.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q13,-0.7221821623522293,25.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q14,-0.7399571388529428,26.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q15,0.8842846978170094,9.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q16,-1.3853408340074564,31.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q17,-0.18700293734555845,20.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q18,2.390214899343504,1.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q19,0.16091665175671402,17.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q2,0.4323841343023686,15.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q20,-0.9299678500257318,28.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q21,0.10613784780244734,18.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q22,0.6457527313708961,14.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q23,-1.84007935387069,34.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q24,0.7195113705789666,11.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q25,1.2150984906897233,5.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q26,-1.7881637126232783,33.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q27,0.2655242552132096,16.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q28,-1.8943310539529195,35.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q29,0.030740530448414693,19.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q3,-2.1447521534214724,36.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q30,0.7058781226335183,12.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q31,-1.0981654193124908,29.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q32,2.173962160422087,2.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q33,-0.49580286217288305,23.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q34,-0.2821622287719449,22.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q35,0.942363052027842,8.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q4,1.1405968929205856,6.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q5,0.6547390873592515,13.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q6,-1.1804285731574014,30.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q7,-0.5122516806883588,24.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q8,1.842823394915125,3.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q9,1.7468731060902014,4.0,gilbert_meta_102,without_gemini-3.1-pro-preview,1.0,5217.0
vocab_q0,0.8848337305058199,11.0,gilbert_meta_102,without_gemini-3.7-flash,1.0,4944.0
